site,url,title,content_snippet,source,ground_truth
huggingface-transformers,https://huggingface.co/datasets/t22000t/slay-the-spire-1-card-multimodal-embeddings,t22000t/slay-the-spire-1-card-multimodal-embeddings · Datasets at Hugging Face,"t22000t/slay-the-spire-1-card-multimodal-embeddings · Datasets at Hugging Face Hugging Face Models Datasets Spaces Buckets new Docs Enterprise Pricing Log In Sign Up Datasets: t22000t / slay-the-spire-1-card-multimodal-embeddings like 0 Tasks: Feature Extraction Sentence Similarity Image Feature Extraction Languages: English Size: n&lt;1K Tags: games card-games deckbuilder slay-the-spire roguelike embeddings + 2 License: cc-by-4.0 Dataset card Data Studio Files Files and versions xet Community Dataset Preview API Embed Duplicate Data Studio Subset (1) default default Split (1) train train The full dataset viewer is not available (click to read why). Only showing a preview of the rows. 500 Server Error: Internal Server Error for url: https://huggingface.co/api/datasets/t22000t/slay-the-spire-1-card-multimodal-embeddings/revision/refs%2Fconvert%2Fparquet (Request ID: Root=1-69fe41e6-723528c92908d8a52a548487;53c1e8c5-a965-4ffa-8204-bbcc1f52bebb) Internal Error - We're working hard to fix this as soon as possible! Error code: UnexpectedError Need help to make the dataset viewer work? Make sure to review how to configure the dataset viewer , and open a discussion for direct support. id string game string name string card_text string has_image bool multimodal_embedding list ACCURACY sts1 Accuracy { ""name"": ""Accuracy"", ""type"": ""Power"", ""rarity"": ""Uncommon"", ""color"": ""silent"", ""cost"": ""1"", ""description"": ""Shivs deal 4 additional damage."" } true [ 0.014700688421726227, -0.08631281554698944, 0.02836974896490574, -0.0491742305457592, 0.016935881227254868, 0.06533639132976532, -0.09284645318984985, -0.004728291649371386, 0.013840998522937298, 0.029229437932372093, 0.03077687881886959, -0.0033098040148615837, -0.04264059290289879, -0.00... ACROBATICS sts1 Acrobatics { ""name"": ""Acrobatics"", ""type"": ""Skill"", ""rarity"": ""Common"", ""color"": ""silent"", ""cost"": ""1"", ""description"": ""Draw 3 cards.\nDiscard 1 card."" } true [ 0.024564918130636215, -0.09895654767751694, 0.040767308324575424, ",live_fetch,
huggingface-transformers,https://huggingface.co/papers/2507.08441,"Paper page - Vision Foundation Models as Effective Visual Tokenizers for
  Autoregressive Image Generation","Paper page - Vision Foundation Models as Effective Visual Tokenizers for Autoregressive Image Generation Hugging Face Models Datasets Spaces Buckets new Docs Enterprise Pricing Log In Sign Up Vision Foundation Models as Effective Visual Tokenizers for Autoregressive Image Generation&lt;/p>\n&quot;,&quot;updatedAt&quot;:&quot;2025-07-14T07:56:25.100Z&quot;,&quot;author&quot;:{&quot;_id&quot;:&quot;63483629ac5172169929da0e&quot;,&quot;avatarUrl&quot;:&quot;https://cdn-avatars.huggingface.co/v1/production/uploads/1665676793089-noauth.jpeg&quot;,&quot;fullname&quot;:&quot;Xin Wen&quot;,&quot;name&quot;:&quot;xwen99&quot;,&quot;type&quot;:&quot;user&quot;,&quot;isPro&quot;:false,&quot;isHf&quot;:false,&quot;isHfAdmin&quot;:false,&quot;isMod&quot;:false,&quot;followerCount&quot;:5,&quot;isUserFollowing&quot;:false}},&quot;numEdits&quot;:0,&quot;identifiedLanguage&quot;:{&quot;language&quot;:&quot;en&quot;,&quot;probability&quot;:0.7332370281219482},&quot;editors&quot;:[&quot;xwen99&quot;],&quot;editorAvatarUrls&quot;:[&quot;https://cdn-avatars.huggingface.co/v1/production/uploads/1665676793089-noauth.jpeg&quot;],&quot;reactions&quot;:[{&quot;reaction&quot;:&quot;👍&quot;,&quot;users&quot;:[&quot;yexiguafu&quot;,&quot;xjqi&quot;,&quot;lufan1&quot;,&quot;machuofan&quot;,&quot;wchengad&quot;,&quot;jpfearnworks&quot;],&quot;count&quot;:6}],&quot;isReport&quot;:false}},{&quot;id&quot;:&quot;6913f978ce72fdd1125d12fe&quot;,&quot;author&quot;:{&quot;_id&quot;:&quot;65d9fc2a0e6ad24551d87a1e&quot;,&quot;avatarUrl&quot;:&quot;/avatars/3aedb9522cc3cd08349d654f523fd792.svg&quot;,&quot;fullname&quot;:&quot;Grant Singleton&quot;,&quot;name&quot;:&quot;grantsing&quot;,&quot;type&quot;:&quot;user&quot;,&quot;isPro&quot;:false,&quot;isHf&quot;:false,&quot;isHfAdmin&quot;:false,&quot;isMod&quot;:false,&quot;followerCount&quot;:5,&quot;isUserFollowing&quot;:false},&quot;createdAt&quot;:&quot;2025-11-12T03:05:28.000Z&quot;,&quot;type&quot;:&quot;comment&quot;,&quot;data&quot;:{&quot;edited&quo",live_fetch,
newegg,https://www.newegg.com/computer-power-cords/subcategory/id-2827,Computer Power Cord & Cables - Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] iew Details"")   * **Brand:** Nippon Labs   * **Type:** AC Power Cord   * **Color:** Black   * **Length:** 6 ft.   * **Model #:** 30POW-10W1-620C19-06     * **21**.99 –   * [More options from $21.99 - $24.89](https://www.newegg.com/p/N82E16812356063?Item=9SIABU5EMM5789#moreBuyOptions)   * Free Shipping   Add to cart  Compare [![Tripp Lite Universal Computer Power Cord, 10A, 18AWG \(NEMA 5-15P to IEC-320-C13\), 15-ft. \(P006-015\)](https://c1.neweggimages.com/productimage/nb300/12-228-738-S01.jpg)Quick View](https://www.newegg.com/black-tripp-lite-15-ft-cable-connectors/p/N82E16812228738) [(10)](https://www.newegg.com/black-tripp-lite-15-ft-cable-connectors/p/N82E16812228738#IsFeedbackTab ""Rating + 4.5"") [](https://www.newegg.com/black-tripp-lite-15-ft-cable-connectors/p/N82E16812228738 ""View Details"")   * **Type:** Standard Power Cord   * **Type:** Cable Connectors   * **Color:** Black   * **Connector Number:** 2   * **Model #:** P006-015     * $14.00   * **13**.78 –   * [More options from $13.78 - $54.99](https://www.newegg.com/black-tripp-lite-15-ft-cable-connectors/p/N82E16812228738?Item=9SIA8N27TX9842#moreBuyOptions)   * Free Shipping     * Volume Discounts:**$9.16 - $13.78**   Add to cart  Compare [![Monoprice 15ft 18AWG Power Cord Cable w/ 3 Conductor PC Power Connector Socket, 10A \(NEMA 5-15P to IEC-320-C13\)](https://c1.neweggimages.com/productimage/",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/cd-dvd-blu-ray-burners-media/category/id-10,CD DVD Blu-Ray Burners and Media | Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] Item #:** 9SIAKF3DSX2734   * **Return Policy:**[View Return Policy](https://www.newegg.com/Seller-Store/AUTENS-DIRECT?initialTab=returnPolicy ""View Return Policy\(new window\)"")     * **17**.99 –   * $9.00 Shipping   Add to cart  Compare [![LG Ultra Slim External DVDRW with Mac and Surface Compatible Model GP60NB50](https://c1.neweggimages.com/productimage/nb300/27-136-265-06.jpg)](https://www.newegg.com/lg-model-gp60nb50-slim-dvd-burner/p/N82E16827136265?Item=N82E16827136265) [![LG Electronics](https://c1.neweggimages.com/brandimage/Brand1623.gif)](https://www.newegg.com/LG-Electronics/BrandStore/ID-1623)[(116)](https://www.newegg.com/lg-model-gp60nb50-slim-dvd-burner/p/N82E16827136265?Item=N82E16827136265#IsFeedbackTab ""Rating + 4.1"") [](https://www.newegg.com/lg-model-gp60nb50-slim-dvd-burner/p/N82E16827136265?Item=N82E16827136265 ""View Details"")   * **Type:** Slim DVD Burner   * **Panel Color:** Black   * **Load Type:** Tray   * **DVD-ROM Access Time:** 167 ms   * **Model #:** GP60NB50   * **Item #:** N82E16827136265   * **Return Policy:**[30-Day Return Policy](https://kb.newegg.com/Article/Index/12/3?id=1167#44 ""30-Day Return Policy\(New Window\)"")     * $34.49   * See price in cart   * Est. Shipping Fee $6.99   * Eligible for Free Shipping   Add to cart  Compare [![LITE-ON DVD Burner Black SATA Model iHAS124-14](https://c1.neweggimages.com/productimage",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/server-power-supplies/subcategory/id-520,Server Power Supplies | Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] .jpg)Quick View](https://www.newegg.com/p/2AN-00HK-002H6) [](https://www.newegg.com/p/2AN-00HK-002H6 ""View Details"")   * **Model #:** YMD9-S5E1D840     * **199**.00 –   * [More options from $199.00 - $208.30](https://www.newegg.com/p/2AN-00HK-002H6?Item=9SIAGUZKUV4707#moreBuyOptions)   * Free Shipping   Add to cart  Compare [![For GE Power Supply EP1600-UTEZ SA RECTIFIER 150044531 48-58VDC 1600W](https://c1.neweggimages.com/productimage/nb300/B66RD2310310GU4BW23.jpg)Quick View](https://www.newegg.com/p/2AN-00HK-00579) [](https://www.newegg.com/p/2AN-00HK-00579 ""View Details"")   * **Model #:** YMD9-S5E1D1694     * **697**.99 –   * Free Shipping   Add to cart  Compare [![For DELL T7810 5810 7910 power supply H1300EF-02 1300W power supply T31JM V5K16](https://c1.neweggimages.com/productimage/nb300/AU65D2205180HBMQLEC.jpg)Quick View](https://www.newegg.com/p/2AN-00HK-00458) [](https://www.newegg.com/p/2AN-00HK-00458 ""View Details"")   * **Model #:** YMD9-S5E1D1346     * **299**.00 –   * [More options from $299.00 - $335.70](https://www.newegg.com/p/2AN-00HK-00458?Item=9SIAGUZKUK4941#moreBuyOptions)   * Free Shipping   Add to cart  Compare [![Athena Power AP-U1ATX6022FEP8 600W 1U IPC Power Supplies](https://c1.neweggimages.com/productimage/nb300/17-338-115-08.jpg)Quick View](https://www.newegg.com/athena-power-ap-u1atx6022fep8-600w/p/N82E16817338115) [(12)](https:",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/server-motherboards/subcategory/id-302,Server Motherboards | Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] ptions from $749.80 - $819.00](https://www.newegg.com/asrock-rack-turind8-2l2t-amd-epyc-9004-series-amd-epyc-9005-series/p/N82E16813140161?Item=9SIA0ZXKS84339#moreBuyOptions)     * Volume Discounts:**$730.66 - $749.80**   Add to cart  Compare [![GIGABYTE MW34-SP0 12th Gen Intel® Core™  ATX Workstation Board](https://c1.neweggimages.com/productimage/nb300/13-145-393-01.png)Quick View](https://www.newegg.com/gigabyte-mw34-sp0-12th-gen-intel-core-desktop-processor/p/N82E16813145393) [![GIGABYTE](https://c1.neweggimages.com/brandimage/Brand1314.gif)](https://www.newegg.com/GIGABYTE/BrandStore/ID-1314)[(1)](https://www.newegg.com/gigabyte-mw34-sp0-12th-gen-intel-core-desktop-processor/p/N82E16813145393#IsFeedbackTab ""Rating + 4"") [](https://www.newegg.com/gigabyte-mw34-sp0-12th-gen-intel-core-desktop-processor/p/N82E16813145393 ""View Details"")   * **Brand:** GIGABYTE   * **CPU Socket Type:** LGA 1700   * **CPU Type:** 12th Gen Intel Core Desktop Processor   * **North Bridge:** Intel W680   * **Model #:** MW34-SP0     * Starting from **435**.99 –   * Free Shipping   [Request A quote ](javascript:;) Compare [![ASRock Rack Server Motherboard W880D4U Micro-ATX Single Socket LGA 1851  Intel® Core™ Ultra Desktop Processors \(Series 2\)](https://c1.neweggimages.com/productimage/nb300/13-140-166-01.jpg)Quick View](https://www.newegg.com/asrock-rack-w880d4u-supports-intel",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/tools/memory-finder,Memory Finder - RAM Finder Tool | Newegg,"CAPTCHA page         @font-face{font-family:Open Sans;font-style:normal;font-weight:400;src:local(""Open Sans""),local(""OpenSans""),url(data:font/woff2;base64,d09GMgABAAAAACK8AA4AAAAAQRwAACJlAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGhYbEBx0BmAAgUwREArpMNJiC4M8AAE2AiQDhmwEIAWDWgeEKBsfM6OirPE2RVGqN1eJokxOguy/JGgxhmDt4NVmLDAWRFGJVZl9ZgvtiaoeqgrFCDFuk9HHtUR8HhvhhUV0qeN95/z3r4QVPMTGSDwXnsq/70/39NxvuXJYEZSJjgBnWz963hmCbXY2xtoKDMxNRdjsiYqIkdhYhVFg9EQxE9FpYxWisxp1s+fW/4vWd/2553lzz6+T9Kb9HmEYLJoBizEao1fuq1/qeq3v9UnafZLlI91HriipKiCsjhRySm6atMBFnUkNBOWmFRHpt+AwDk4x218sAHBkjonIQ83jf+3XVtq3kCmJbJJXMJluGiuUcFDFnqycyX0632Zlff+XGa0hjCVWKRlWu/pALGmatcN2gKrkiIry3rV5Vx4Ljhi+17NWLUrlwJoKPV4OhjLh6/fBkvnwc5X2/8XMIZYOyJEwJSPrakz+m2wyP38A2yZzmJklyt0SZFLIri07QCFXTvYYC0iOXStMJZAx1fpAFVQrrKkvVDqTxtl8X1uAjFoEDUcqY6Y5K+IF8CU0MDB+7W3ydinpRS4a8UKKSjN4Zbb3Vz+1y3J5Ki+T1ZSEBkth2yJAXlqhQfYTNs9zp0rzRwgPVd5VbJOGk6IABINfDRZPHx/iF+Y5h2GG5hTN/fF58lKUJDnK7uOgJ1tHapGVY+zGAXY29rGb6WzIgTnsYpXjAr91EIBUoCfjnguuzznZNU8UOW+qtgyoAdBF+6I2+h1iClCgH5e5ZZ6icl4l7VYRsO0CwHp6JkBFHIDgpj7duM3rpp5dTvLSk4UMW3b8L40Kp2v9qJ+8C0LFodJQOagiVA+Krkiq2F+5CQMqZq5qqcW23XLHJVegolDJy+n+vBZ+Krs/bsu5MBvWhkmZvzN/M2++nT6wf0/66kV9rzybx0aLSWwvJ7nJR47wPwWo5HNArpLfUt43UtE3ya3OaN0POoJHZzq8EIXhVYYVLlMN1HGAK5Tu6kpMS5SLVt20kQLjPAuFrfA/VjHvdiwRWpUcgWsS5+SwMpxWoxs3ljonbgWRC88KOc7XUWjYMR+FmeUxKxvZDTeaARB4gbwvYWl1boJMbYiZjl5HoOfBljWRnpGDbHRpbbQWPAOPRrsC2AY4u2qaMgXLhowmnpI2Ysu1dWfbcSQ4VLTSceg416pWYwez6PIszfVIZuZmEIl2AcQQotW6YX0I5DC5wjGgJYDWcxLtS9A2xtmdLdEzQrCrR1BH5qFLq0dkWm6f2vdZoHUSplR9DL5c5a9iTGGtBAGgiTuxu9ysw4EEBNgxUbiJFCRguH4mbEEBiqekRYrUf5EINoKyn1ZtEsdIVc13z58s+oUEWPcidBaGvgaQ0iIwirgvFkHrLXGInJ3x8+i6qOmHk7YPwP4am6wZpbVt1dAPbOjH2UbUScdfx55b2VASQPQxSyv1oDDPIpKmNHIw4Pe2qfZAd/SbvnaWAIdzKJfLxU2QqZPpEDI7WjqqQ0deqnpAp0JmIob1SORCJnQoy9b+sw+lR2hNUFfzzqaVLtoY1CCUYeJpkOl7UNVdnZWM51lGLB8Lo8O5V4mKgrz2mCyMcnMAxugCmJ50Vja6pww+yI9uzSQWssIhoIZq0NO+EgFV/1TuiqyyYVqheQVhcYZfNMS+s06AGwBwG3y3ORrT+dyBSWpbJvCn4WQcsRyR4ZNvjZKHBmGs+7sXx4IhHHEnmOMnQxLpV8lSEKsxIVEJQLZVUdjGo7oVlHN+ALbVjyL9",v14_cache+listing_window,NON-HELPFUL
newegg,https://www.newegg.com/backup-drives/subcategory/id-46,Backup Drives | Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] 22031111MW6NB3.jpg)Quick View](https://www.newegg.com/p/2BM-004M-000S2) [](https://www.newegg.com/p/2BM-004M-000S2 ""View Details"")   * **Model #:** Q2079AN     * **2,088**.98 –   * [More options from $1,753.82 - $3,490.91](https://www.newegg.com/p/2BM-004M-000S2?Item=9SIA0ZXJSB5134#moreBuyOptions)   * Free Shipping     * Volume Discounts:**$2,078.54 - $2,088.98**   Add to cart  Compare [![Seagate Exos 12TB Internal Hard Drive Enterprise HDD – 3.5 Inch 6Gb/s 7200 RPM 128MB Cache for Enterprise, Data Center – Frustration Free Packaging \(ST12000NM0007\)](https://c1.neweggimages.com/productimage/nb300/AG79_1_201907091298718788.jpg)Quick View](https://www.newegg.com/p/2BM-002M-000F0) [![Seagate](https://c1.neweggimages.com/brandimage/Brand1305.gif)](https://www.newegg.com/Seagate/BrandStore/ID-1305) [](https://www.newegg.com/p/2BM-002M-000F0 ""View Details"")   * **Model #:** 811941336813     * **523**.10 –   * Free Shipping   Add to cart  Compare [![HPE 815100-B21 SmartMemory 32GB DDR4 SDRAM Memory Module](https://c1.neweggimages.com/productimage/nb300/V1DSD2006287JSCB.jpg)Quick View](https://www.newegg.com/p/2BM-004M-00079) [](https://www.newegg.com/p/2BM-004M-00079 ""View Details"")   * **Model #:** 815100-B21     * $354.82   * **310**.00 –   * Save: 12%   * [More options from $185.00 - $631.63](https://www.newegg.com/p/2BM-004M-00079?Item=9SIAG98JHT4981#moreBuyO",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/memory-cards/subcategory/id-68,Memory Cards | Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] atim-64gb-secure-digital-extended-capacity/p/N82E16820235132 ""View Details"")   * **Speed Class Rating:** UHS Speed Class 1   * **Parts:** Lifetime   * **Labor:** Lifetime   * **Model #:** 97466     * $29.99   * **12**.99 –   * Save: 56%   * Free Shipping   Add to cart  Compare [![SanDisk 128GB Extreme microSDXC UHS-I/U3 A2 Micro SD Card with Adapter, Speed Up to 190MB/s \(SDSQXAA-128G-GN6MA\)](https://c1.neweggimages.com/productimage/nb300/20-173-612-03.jpg)Quick View](https://www.newegg.com/sandisk-128gb-microsdxc-uhs-i-u3-class-10-a2-v30/p/N82E16820173612) [Lowest price](https://www.newegg.com/d/Lowest-Price-In-30-Days/Memory-Cards/s/ID-68 ""Memory Cards"") in **30 days** [![SanDisk](https://c1.neweggimages.com/brandimage/Brand1404.gif)](https://www.newegg.com/SanDisk/BrandStore/ID-1404)[(33)](https://www.newegg.com/sandisk-128gb-microsdxc-uhs-i-u3-class-10-a2-v30/p/N82E16820173612#IsFeedbackTab ""Rating + 4.5"") [](https://www.newegg.com/sandisk-128gb-microsdxc-uhs-i-u3-class-10-a2-v30/p/N82E16820173612 ""View Details"")   * **Speed Class Rating:** UHS-I / U3 / Class 10 / A2 / V30   * **Read Speed:** 190MB/s   * **Write Speed:** 90MB/s   * **Model #:** SDSQXAA-128G-GN6MA     * **35**.99 –   * [More options from $35.99 - $63.98](https://www.newegg.com/sandisk-128gb-microsdxc-uhs-i-u3-class-10-a2-v30/p/N82E16820173612?Item=9SIC4X4KVY0809#moreBuyOptions)   * Free ",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/data-converters/subcategory/id-3028,Data Converters - Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:] K6I1J75.jpg)Quick View](https://www.newegg.com/p/3C6-0602-008N8) [](https://www.newegg.com/p/3C6-0602-008N8 ""View Details"")   * **Model #:** 889678059653niu30     * **30**.09 –   * [More options from $29.78](https://www.newegg.com/p/3C6-0602-008N8?Item=9SIB6HJKE86748#moreBuyOptions)   * Free Shipping   Add to cart  Compare [![Plugable USB C to Ethernet Adapter, Fast and Reliable Thunderbolt or USB C to Gigabit Ethernet Adapter, Compatible with Windows, Mac, iPhone 15, ChromeOS, Dell XPS, Switch](https://c1.neweggimages.com/productimage/nb300/A2XBS23062617NCIG87.jpg)Quick View](https://www.newegg.com/plugable-usbc-e1000/p/1B4-00M5-00001) [](https://www.newegg.com/plugable-usbc-e1000/p/1B4-00M5-00001 ""View Details"")   * **Series:** MK 2   * **Part Number:** USBC-E1000   * **Type:** USB C to Ethernet   * **Color:** Black   * **Model #:** USBC-E1000     * **18**.95 –   * [More options from $18.95 - $34.99](https://www.newegg.com/plugable-usbc-e1000/p/1B4-00M5-00001?Item=9SIA2XB38T8336#moreBuyOptions)   * Free Shipping     * Volume Discounts:**$17.81 - $18.95**   Add to cart  Compare [![USB C Female to Lightning Male Adapter Type-C Charging Cable Accessories\(3pack\) for Apple iPhone 14 13 12 11 Pro Max Mini Xs Se 7 X Xr 8 Plus Ipad Air Converter Charger Port Cord Data Sync Connector](https://c1.neweggimages.com/productimage/nb300/AU6SD2309120M6X5923.jpg)Quick Vi",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/dvi-cables/subcategory/id-2814,"DVI Cables, Dual Link DVI Cables - Newegg.com","Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:]  converter adapter   * **Connector Number:** 2   * **Connect From:** DVI Male   * **Connect To:** DVI Female   * **Model #:** NTRADVICAMFCC     * **9**.99 –   * Free Shipping     * Volume Discounts:**$6.99 - $9.99**   Add to cart  Compare [![CHENYANG  DMS-59 Male to Dual DVI 24+5 Female Female Splitter Extension Cable for Graphics Cards & Monitor](https://c1.neweggimages.com/productimage/nb300/AE4P_1_201807311694697828.jpg)Quick View](https://www.newegg.com/p/1DF-0084-00001) [](https://www.newegg.com/p/1DF-0084-00001 ""View Details"")   * **Model #:** DV-033-BK     * **9**.89 –   * Free Shipping     * Volume Discounts:**$7.91 - $9.89**   Add to cart  Compare [![Lightning Male to USB Female Adapter OTG Data Sync Cable Compatible with Iphone13 11 12pro Max Mini XR X XS 8 7 SE Plus for Ipad Air Camera 3.0 Mouse Keyboard Hub Midi Port Adaptador Connector](https://c1.neweggimages.com/productimage/nb300/C280S2509200E8B8Y9D.jpg)Quick View](https://www.newegg.com/p/1DF-00TZ-001R5) [](https://www.newegg.com/p/1DF-00TZ-001R5 ""View Details"")   * **Model #:** oo-1119     * **10**.56 –   * Free Shipping   Add to cart  Compare [![BASEQI UHS-II Aluminum microSD Adapter for 2021 M1 MacBook Pro 14 & 16 \(Space Black Adapter\) isda420a](https://c1.neweggimages.com/productimage/nb300/AU6SD2506250YXR5C77.jpg)Quick View](https://www.newegg.com/p/1DF-00TW-00030) [](https://www.newe",v14_cache+listing_window,HELPFUL
newegg,https://www.newegg.com/ac-power-cords-for-laptop/subcategory/id-2811,Laptop Power Cord Adapters - Newegg.com,"Opens in a new window Opens an external website Opens an external website in a new window <!---->Close this dialog<!---->  This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising. To learn more, view the following link:  [Privacy Policy](https://kb.newegg.com/knowledge-base/privacy-policy-newegg/) <!---->Close Cookie Preferences<!---->  [![Newegg](https://c1.neweggimages.com/WebResource/Themes/Nest/logos/Newegg_full_color_logo_RGB.SVG)](https: [listing content from deeper in page:]  ""View Details"")   * **Brand:** Nippon Labs   * **Type:** Notebook Power Cord   * **Color:** Black   * **Length:** 15 ft.   * **Model #:** 30POW-10W1-13215-NE     * **13**.50 –   * [More options from $13.50 - $15.16](https://www.newegg.com/nippon-labs-15-ft-notebook-power-cord-black/p/N82E16812816902?Item=9SIABU5HCB0739#moreBuyOptions)   * Free Shipping   Add to cart  Compare [![Monoprice Power Cord - 10 Feet - Black, Polarized NEMA 1-15P to Polarized IEC 60320 C7, 18AWG, 10A, 125V](https://c1.neweggimages.com/productimage/nb300/A9HTD200515H5ML7.jpg)Quick View](https://www.newegg.com/p/2AP-001M-00068) [](https://www.newegg.com/p/2AP-001M-00068 ""View Details"")   * **Type:** Power Cords   * **Type:** Others   * **Color:** Black   * **Connector Number:** N/A   * **Model #:** 141081     * $11.86   * **10**.78 –   * Save: 9%   * Free Shipping   Add to cart  Compare [![Monoprice AC Power Cord Cable - 3 Feet Without Polarized | 18AWG, 10A \(NEMA 1-15P to IEC-320-C7\)](https://c1.neweggimages.com/productimage/nb300/A9HT_1_20171117153380594.jpg)Quick View](https://www.newegg.com/monoprice-0-9144-power-cables-black/p/0N6-01B8-003P9) [](https://www.newegg.com/monoprice-0-9144-power-cables-black/p/0N6-01B8-003P9 ""View Details"")   * **Type:** Power Cables   * **Type:** Others   * **Color:** Black   * **Connector Number:** 2   * **Model #:** 7671     * **7**.17 –   * Free",v14_cache+listing_window,HELPFUL
